,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,converted_usd
31498,U001,200744019,TARG systems,,2020,1930651401,14-03-2020,18-05-2020,14-03-2020,NAGD,10311
31515,U001,200761734,H E BUT corp,,2020,1930773583,10-04-2020,25-04-2020,10-04-2020,NAA8,26542.64
31521,U001,200739006,AL co,,2020,1930582762,29-02-2020,15-03-2020,29-02-2020,NAA8,21300
31522,U001,200984794,GREA llc,,2020,1930703342,25-03-2020,09-04-2020,25-03-2020,NAA8,8873.08
31529,U001,200466603,SMITH'S associates,,2020,1930583636,01-03-2020,16-03-2020,01-03-2020,NAA8,44261.07
31535,U001,100028409,VIGON  systems,,2020,1930838556,29-04-2020,09-05-2020,29-04-2020,NA10,31792.6
31542,U001,200704045,RA trust,,2020,1930819692,24-04-2020,09-05-2020,24-04-2020,NAA8,59746.4
31544,U001,200705742,DOT co,,2020,1930675509,19-03-2020,03-04-2020,19-03-2020,NAA8,23098.52
31546,U001,200769623,WAL-MAR systems,,2020,1930768124,09-04-2020,24-04-2020,09-04-2020,NAH4,33164.44
31553,U001,200799367,MCL systems,,2020,1930670773,19-03-2020,03-04-2020,19-03-2020,NAA8,44041.9
31554,U001,200762301,C&S WH corporation,,2020,1930706698,27-03-2020,11-04-2020,27-03-2020,NAC6,100264.17
31558,U001,200759878,SA llc,,2020,1930827344,28-04-2020,13-05-2020,28-04-2020,NAH4,36629.91
31559,U001,200769623,WAL-MAR us,,2020,1930581316,28-02-2020,14-03-2020,28-02-2020,NAH4,15450.56
31562,U001,200769623,WAL-MAR us,,2020,1930661916,17-03-2020,01-04-2020,17-03-2020,NAH4,1329.23
31566,U001,200726979,BJ'S  us,,2020,1930669282,19-03-2020,03-04-2020,19-03-2020,NAA8,33.18
31568,U001,200750051,ALBER in,,2020,1930846972,02-05-2020,17-05-2020,02-05-2020,NAA8,162597.04
31569,U001,200799367,MCL llc,,2020,1930856623,05-05-2020,20-05-2020,05-05-2020,NAA8,121833.57
31573,U001,200769623,WAL-MAR associates,,2020,1930747687,06-04-2020,21-04-2020,06-04-2020,NAH4,7609.67
31577,U001,200786288,FAMILY us,,2020,1930725730,01-04-2020,16-04-2020,01-04-2020,NAC6,47100.68
31583,CA02,140105508,DOLLARA llc,,2020,2960633938,10-05-2020,23-05-2020,13-05-2020,CA10,50684.256
31584,U001,200743996,STATER  corp,,2020,1930780323,13-04-2020,28-04-2020,13-04-2020,NAA8,57826.95
31598,U001,200943423,SHEET in,,2020,1930689799,25-03-2020,09-04-2020,25-03-2020,NAA8,30552.91
31605,U001,200793568,SUPE co,,2020,1930793059,16-04-2020,01-05-2020,16-04-2020,NAA8,71856.04
31606,U013,100031686,EWT-EU systems,,2020,1991839699,14-03-2020,13-04-2020,14-03-2020,NAVE,2364.4
31609,U001,CCCA02,KRAFT  us,,2020,1930635633,16-03-2020,20-04-2020,16-03-2020,NAG2,16934.4
31610,U001,200779906,BOZZU trust,,2020,1930754669,07-04-2020,22-04-2020,07-04-2020,NAA8,3606.14
31620,U001,200759878,SA corporation,,2020,1930794198,18-04-2020,03-05-2020,18-04-2020,NAH4,42109.09
31630,U001,200794332,COST llc,,2020,1930813915,24-04-2020,09-05-2020,24-04-2020,NAAX,18838.32
31631,U001,200726979,BJ'S  llc,,2020,1930830608,28-04-2020,13-05-2020,28-04-2020,NAA8,357.25
31632,U001,200761734,H E BUT llc,,2020,1930659646,18-03-2020,02-04-2020,18-03-2020,NAA8,68856.51
31639,U001,200769623,WAL-MAR co,,2020,1930646913,14-03-2020,29-03-2020,14-03-2020,NAH4,40142.12
31641,U001,200794332,COST systems,,2020,1930643354,13-03-2020,28-03-2020,13-03-2020,NAAX,9086.04
31645,U001,200769623,WAL-MAR corporation,,2020,1930853054,03-05-2020,18-05-2020,03-05-2020,NAH4,57060.13
31650,U001,200769623,WAL-MAR ,,2020,1930584748,02-03-2020,17-03-2020,02-03-2020,NAH4,34969.17
31655,U002,200978592,PLAZA ,,2020,1990572516,10-04-2020,15-05-2020,10-04-2020,NAG2,62214.99
31657,U001,200418007,AM associates,,2020,1930593052,03-03-2020,07-05-2020,03-03-2020,NAGD,1579.2
31660,U001,200797984,PIGGLY in,,2020,1930763253,09-04-2020,24-04-2020,09-04-2020,NAA8,87592.85
31668,U001,200744019,TARG in,,2020,1930814118,23-04-2020,08-05-2020,23-04-2020,NAA8,12023.55
31670,U001,200777735,NASH  associates,,2020,1930870537,06-05-2020,21-05-2020,06-05-2020,NAA8,21404.36
31673,U001,200729942,SA trust,,2020,1930617203,06-03-2020,10-05-2020,06-03-2020,NAGD,608.25
31676,U001,200762301,C&S WH corp,,2020,1930860546,06-05-2020,21-05-2020,06-05-2020,NAC6,80007.13
31678,U001,200739006,AL co,,2020,1930586209,03-03-2020,18-03-2020,03-03-2020,NAA8,21300
31679,CA02,140105785,SHOPPE corp,,2020,2960630656,27-04-2020,09-05-2020,29-04-2020,CA10,101926.272
31681,U001,200744019,TARG us,,2020,1930629960,11-03-2020,26-03-2020,11-03-2020,NAA8,7664.54
31692,U001,200771157,WEIS us,,2020,1930800882,20-04-2020,05-05-2020,20-04-2020,NAA8,34827.83
31700,U001,200769623,WAL-MAR in,,2020,1930709563,28-03-2020,12-04-2020,28-03-2020,NAH4,16902.21
31703,U001,200769623,WAL-MAR corporation,,2020,1930687351,24-03-2020,08-04-2020,24-03-2020,NAH4,54863.27
31707,U001,200726979,BJ'S  in,,2020,1930656004,15-03-2020,30-03-2020,15-03-2020,NAA8,221.57
31710,U001,200769623,WAL-MAR ,,2020,1930854176,05-05-2020,20-05-2020,05-05-2020,NAH4,8475.45
31712,U001,200772595,SAFEW ,,2020,1930670119,20-03-2020,04-04-2020,20-03-2020,NAA8,115622.7
31717,U001,200752302,KROGER llc,,2020,1930797037,17-04-2020,02-05-2020,17-04-2020,NAA8,41468.6
31724,U001,200769623,WAL-MAR us,,2020,1930655720,16-03-2020,31-03-2020,16-03-2020,NAH4,21492.23
31730,U001,200704045,RA ,,2020,1930692843,26-03-2020,10-04-2020,26-03-2020,NAA8,41076.89
31731,U001,200769623,WAL-MAR associates,,2020,1930729121,31-03-2020,15-04-2020,31-03-2020,NAH4,13340.21
31734,U001,200704045,RA co,,2020,1930677041,20-03-2020,04-04-2020,20-03-2020,NAA8,22583.92
31735,U001,200706844,WINC corp,,2020,1930772430,10-04-2020,25-04-2020,10-04-2020,NAA8,39351.5
31738,U001,200776463,KROGE co,,2020,1930676473,20-03-2020,04-04-2020,20-03-2020,NAA8,87076.04
31746,U001,200794332,COST trust,,2020,1930817312,23-04-2020,08-05-2020,23-04-2020,NAAX,8793.09
31747,U001,200726979,BJ'S  us,,2020,1930763965,09-04-2020,24-04-2020,09-04-2020,NAA8,902.1
31748,U001,200707822,PUBLI corporation,,2020,1930771973,09-04-2020,24-04-2020,09-04-2020,NAA8,23059.85
31763,U001,200707822,PUBLI in,,2020,1930773184,10-04-2020,25-04-2020,10-04-2020,NAA8,97476.35
31766,U001,200769623,WAL-MAR in,,2020,1930624290,09-03-2020,24-03-2020,09-03-2020,NAH4,41309.29
31772,U001,200762301,C&S WH systems,,2020,1930762757,07-04-2020,22-04-2020,07-04-2020,NAC6,5988
31773,U001,100001196,DOLLAR associates,,2020,1930655777,18-03-2020,02-04-2020,18-03-2020,NAA8,4494.55
31777,CA02,140104240,FEDER llc,,2020,2960627619,08-04-2020,26-04-2020,16-04-2020,CA10,8467.249
31787,U001,200778870,C co,,2020,1930709585,31-03-2020,15-04-2020,31-03-2020,NAA8,17475.36
31795,U001,200772670,ASSOCIAT corporation,,2020,1930729299,01-04-2020,16-04-2020,01-04-2020,NAU5,54341.98
31802,U001,200756072,REINHA trust,,2020,1930575630,27-02-2020,13-03-2020,27-02-2020,NAA8,21446.78
31827,U001,200772670,ASSOCIAT corp,,2020,1930809675,24-04-2020,09-05-2020,24-04-2020,NAU5,728.78
31831,U001,200794332,COST corp,,2020,1930704765,25-03-2020,09-04-2020,25-03-2020,NAAX,13765.6
31833,U001,200455322,PEA associates,,2020,1930730626,02-04-2020,02-05-2020,02-04-2020,NAD5,35858.31
31847,U001,200769623,WAL-MAR in,,2020,1930856063,06-05-2020,21-05-2020,06-05-2020,NAH4,2546.95
31849,U001,200765011,MAINES associates,,2020,1930614523,08-03-2020,23-03-2020,08-03-2020,NAA8,24050.74
31861,U001,200707822,PUBLI us,,2020,1930718087,29-03-2020,13-04-2020,29-03-2020,NAA8,92454.48
31870,U001,200759082,INGL us,,2020,1930641950,12-03-2020,27-03-2020,12-03-2020,NAA8,22983.35
31872,U001,200748108,KROGER trust,,2020,1930817847,29-04-2020,14-05-2020,29-04-2020,NAA8,11903.23
31875,U001,200759878,SA corporation,,2020,1930716084,28-03-2020,12-04-2020,28-03-2020,NAH4,21060.3
31876,U001,200769623,WAL-MAR corporation,,2020,1930684612,23-03-2020,07-04-2020,23-03-2020,NAH4,9068.94
31883,U001,200705742,DOT foundation,,2020,1930760635,07-04-2020,22-04-2020,07-04-2020,NAA8,2597.72
31887,U001,100036318,TFC corp,,2020,1930576672,28-02-2020,09-03-2020,28-02-2020,NA10,40773.25
31890,U001,200769623,WAL-MAR us,,2020,1930666491,18-03-2020,02-04-2020,18-03-2020,NAH4,15713.38
31894,U001,200936373,SUPE in,,2020,1930808616,22-04-2020,07-05-2020,22-04-2020,NAA8,2988.52
31906,U001,200769623,WAL-MAR corporation,,2020,1930796832,18-04-2020,03-05-2020,18-04-2020,NAH4,45597.82
31907,U001,200152991,JET trust,,2020,1930841850,30-04-2020,15-05-2020,30-04-2020,NAA8,4211.43
31909,U001,200769623,WAL-MAR co,,2020,1930647645,13-03-2020,28-03-2020,13-03-2020,NAH4,42515.28
31913,CA02,140104409,LOB foundation,,2020,2960620496,15-03-2020,27-03-2020,17-03-2020,CA10,119023.394
31916,U001,200726979,BJ'S  trust,,2020,1930803787,22-04-2020,07-05-2020,22-04-2020,NAA8,9222.81
31919,U001,200769623,WAL-MAR corp,,2020,1930635535,12-03-2020,27-03-2020,12-03-2020,NAH4,15807.2
31923,U001,200769623,WAL-MAR in,,2020,1930799985,19-04-2020,04-05-2020,19-04-2020,NAH4,45739.45
31926,U001,200769623,WAL-MAR trust,,2020,1930716000,28-03-2020,12-04-2020,28-03-2020,NAH4,1898.2
31927,U001,200769623,WAL-MAR associates,,2020,1930623314,09-03-2020,24-03-2020,09-03-2020,NAH4,591.69
31928,U001,200779051,AFFILI co,,2020,1930866449,06-05-2020,21-05-2020,06-05-2020,NAA8,99060.12
31944,U001,200769623,WAL-MAR associates,,2020,1930885104,12-05-2020,27-05-2020,12-05-2020,NAH4,58410.5
31945,U001,100031704,DELHAIZE corp,,2020,1930830883,27-04-2020,12-05-2020,27-04-2020,NAA8,15397.28
31948,U001,200769623,WAL-MAR foundation,,2020,1930670656,19-03-2020,03-04-2020,19-03-2020,NAH4,60172.46
31965,U001,200936373,SUPE llc,,2020,1930801445,21-04-2020,06-05-2020,21-04-2020,NAA8,42710.49
31973,U001,200769623,WAL-MAR in,,2020,1930619208,07-03-2020,22-03-2020,07-03-2020,NAH4,1898.9
31991,U001,200803720,DEC foundation,,2020,1930863303,06-05-2020,24-05-2020,01-05-2020,NAM4,210.12
31994,U001,200965912,C&S W in,,2020,1930788167,16-04-2020,01-05-2020,16-04-2020,NAC6,75444.37
31998,U001,200759878,SA us,,2020,1930668174,19-03-2020,03-04-2020,19-03-2020,NAH4,13720.7
31999,U001,200769623,WAL-MAR trust,,2020,1930699397,27-03-2020,11-04-2020,27-03-2020,NAH4,35652.14
32001,U001,200799367,MCL corp,,2020,1930675570,20-03-2020,04-04-2020,20-03-2020,NAA8,38763.23
32003,U001,200769623,WAL-MAR in,,2020,1930612823,06-03-2020,21-03-2020,06-03-2020,NAH4,15950.55
32006,U001,200778355,US  systems,,2020,1930822533,24-04-2020,09-05-2020,24-04-2020,NAA8,74213.92
32009,U001,200762301,C&S WH corporation,,2020,1930704022,26-03-2020,10-04-2020,26-03-2020,NAC6,683.28
32017,U001,200744019,TARG corp,,2020,1930592426,03-03-2020,18-03-2020,03-03-2020,NAA8,6181.65
32020,U001,200769623,WAL-MAR systems,,2020,1930696181,26-03-2020,10-04-2020,26-03-2020,NAH4,2111.33
32022,U001,200726979,BJ'S  llc,,2020,1930731537,01-04-2020,16-04-2020,01-04-2020,NAA8,242.09
32042,U001,200762301,C&S WH corp,,2020,1930850054,02-05-2020,17-05-2020,02-05-2020,NAC6,41420.65
32062,U001,200592182,DECA associates,,2020,1930706514,26-03-2020,26-03-2020,16-03-2020,NAM2,7119.78
32064,U001,200762950,HAR corporation,,2020,1930597330,04-03-2020,19-03-2020,04-03-2020,NAA8,83690.86
32066,U001,200739534,OK corp,,2020,1930785480,14-04-2020,29-04-2020,14-04-2020,NAA8,44454.5
32080,U001,200726979,BJ'S  co,,2020,1930652658,16-03-2020,31-03-2020,16-03-2020,NAA8,16029.89
32083,U001,200762301,C&S WH llc,,2020,1930832146,27-04-2020,12-05-2020,27-04-2020,NAC6,68552.83
32085,U001,200769623,WAL-MAR systems,,2020,1930798623,19-04-2020,04-05-2020,19-04-2020,NAH4,12456.6
32087,U001,200769623,WAL-MAR llc,,2020,1930584072,29-02-2020,15-03-2020,29-02-2020,NAH4,3797.1
32102,U001,200759878,SA co,,2020,1930789407,16-04-2020,01-05-2020,16-04-2020,NAH4,67326.15
32104,U001,200762301,C&S WH in,,2020,1930623363,09-03-2020,24-03-2020,09-03-2020,NAC6,64994.03
32105,U001,200769623,WAL-MAR us,,2020,1930577114,02-03-2020,17-03-2020,02-03-2020,NAH4,73031.37
32110,CA02,140104409,LOB in,,2020,2960628418,13-04-2020,24-04-2020,14-04-2020,CA10,54074.615
32112,U001,100025066,BLAKE in,,2020,1930686179,24-03-2020,08-04-2020,24-03-2020,NAA8,31410.23
32120,U001,200769623,WAL-MAR co,,2020,1930793247,17-04-2020,02-05-2020,17-04-2020,NAH4,8576.92
32121,U001,200744019,TARG systems,,2020,1930685100,22-03-2020,06-04-2020,22-03-2020,NAA8,40949.92
32132,U001,200794332,COST corp,,2020,1930810406,21-04-2020,06-05-2020,21-04-2020,NAAX,98635.05
32134,U001,200769623,WAL-MAR associates,,2020,1930823648,25-04-2020,10-05-2020,25-04-2020,NAH4,57438.8
32137,U001,200726979,BJ'S  corp,,2020,1930780664,05-04-2020,20-04-2020,05-04-2020,NAA8,170.63
32138,U001,200759878,SA llc,,2020,1930846877,02-05-2020,17-05-2020,02-05-2020,NAH4,20615.64
32141,U001,100000222,SMITHFIE co,,2020,1930861118,06-05-2020,21-05-2020,06-05-2020,NAA8,30824.06
32142,U001,200729290,KROGER ,,2020,1930681763,21-03-2020,05-04-2020,21-03-2020,NAA8,4268.38
32143,U001,200704858,WAKE trust,,2020,1930843163,02-05-2020,17-05-2020,02-05-2020,NAA8,77110.43
32151,U001,200418007,AM trust,,2020,1930799871,19-04-2020,04-05-2020,19-04-2020,NAA8,125131.24
32155,U001,200705742,DOT systems,,2020,1930856328,05-05-2020,08-06-2020,05-05-2020,NAAW,1693.67
32169,U001,200769623,WAL-MAR systems,,2020,1930748905,05-04-2020,20-04-2020,05-04-2020,NAH4,61.29
32171,U001,200418007,AM trust,,2020,1930851158,06-05-2020,21-05-2020,06-05-2020,NAA8,674.52
32175,U001,200769623,WAL-MAR associates,,2020,1930800218,18-04-2020,03-05-2020,18-04-2020,NAH4,6053.36
32180,U001,200020431,DEC ,,2020,1930761187,08-04-2020,11-04-2020,01-04-2020,NAM2,23842.91
32183,U001,200769623,WAL-MAR us,,2020,1930828336,26-04-2020,11-05-2020,26-04-2020,NAH4,14157.77
32191,U001,200769623,WAL-MAR corp,,2020,1930823093,25-04-2020,10-05-2020,25-04-2020,NAH4,15482.3
32192,U001,200769623,WAL-MAR corp,,2020,1930637941,12-03-2020,27-03-2020,12-03-2020,NAH4,43290.88
32198,U001,200769623,WAL-MAR trust,,2020,1930850429,07-05-2020,22-05-2020,07-05-2020,NAH4,7860.59
32203,U001,200769623,WAL-MAR foundation,,2020,1930577446,28-02-2020,14-03-2020,28-02-2020,NAH4,1322.22
32204,U001,200762301,C&S WH ,,2020,1930579936,27-02-2020,13-03-2020,27-02-2020,NAC6,139542.8
32206,U001,200704858,WAKE llc,,2020,1930859655,06-05-2020,21-05-2020,06-05-2020,NAA8,87302.77
32231,U001,200762301,C&S WH trust,,2020,1930652438,16-03-2020,20-05-2020,16-03-2020,NAGD,838.16
32235,U001,200148860,DOLLA in,,2020,1930685491,23-03-2020,07-04-2020,23-03-2020,NAA8,10966.11
32239,U001,200769623,WAL-MAR ,,2020,1930621631,07-03-2020,22-03-2020,07-03-2020,NAH4,47387.47
32255,U001,100030964,NATURA ,,2020,1930597750,05-03-2020,20-03-2020,05-03-2020,NAA8,12067.25
32256,U001,200739006,AL systems,,2020,1930822663,29-04-2020,14-05-2020,29-04-2020,NAA8,11252.66
32262,U001,200418007,AM llc,,2020,1930808370,22-04-2020,07-05-2020,22-04-2020,NAA8,3115.2
32266,U001,200769623,WAL-MAR corp,,2020,1930649495,14-03-2020,29-03-2020,14-03-2020,NAH4,18937.83
32275,U001,200820380,SMITH'S in,,2020,1930662019,18-03-2020,02-04-2020,18-03-2020,NAA8,1236.34
32278,U001,200396637,LAWL systems,,2020,1930664806,20-03-2020,19-04-2020,20-03-2020,NAD5,52901.64
32280,U001,200353024,DECA llc,,2020,1930762328,08-04-2020,11-04-2020,01-04-2020,NAM2,7622.84
32283,U001,200779906,BOZZU ,,2020,1930711448,28-03-2020,12-04-2020,28-03-2020,NAA8,22808.11
32284,U001,200148860,DOLLA corp,,2020,1930747194,05-04-2020,09-06-2020,05-04-2020,NAGD,4370.06
32292,U001,200769623,WAL-MAR foundation,,2020,1930856363,05-05-2020,20-05-2020,05-05-2020,NAH4,4821.77
32300,U001,200799538,UNITE foundation,,2020,1930783705,14-04-2020,29-04-2020,14-04-2020,NAA8,56952.73
32316,U001,200729290,KROGER trust,,2020,1930659956,17-03-2020,01-04-2020,17-03-2020,NAA8,44064.99
32321,U001,200778870,C systems,,2020,1930828879,28-04-2020,13-05-2020,28-04-2020,NAA8,8492.32
32330,U001,200744019,TARG co,,2020,1930576887,28-02-2020,14-03-2020,28-02-2020,NAA8,8078.47
32337,U001,200769623,WAL-MAR corp,,2020,1930674582,21-03-2020,05-04-2020,21-03-2020,NAH4,14516.61
32341,U001,200769623,WAL-MAR systems,,2020,1930597378,05-03-2020,20-03-2020,05-03-2020,NAH4,33422.07
32357,U001,200769623,WAL-MAR corp,,2020,1930605688,06-03-2020,21-03-2020,06-03-2020,NAH4,382.97
32358,U001,100032505,KEHE systems,,2020,1930739825,07-04-2020,22-04-2020,07-04-2020,NAA8,3542.5
32376,U001,200799367,MCL ,,2020,1930581184,04-03-2020,19-03-2020,04-03-2020,NAA8,35811.2
32377,CA02,140104429,COSTCO ,,2020,2960619132,07-03-2020,19-03-2020,09-03-2020,CA10,3822.728
32378,U001,200769623,WAL-MAR llc,,2020,1930690270,24-03-2020,08-04-2020,24-03-2020,NAH4,4204.3
32382,U001,200759878,SA ,,2020,1930593420,05-03-2020,20-03-2020,05-03-2020,NAH4,75253.29
32386,U001,200769623,WAL-MAR corp,,2020,1930844176,01-05-2020,16-05-2020,01-05-2020,NAH4,51104.15
32394,U001,200794332,COST in,,2020,1930738437,02-04-2020,17-04-2020,02-04-2020,NAAX,8034.94
32397,U001,200769623,WAL-MAR foundation,,2020,1930827117,27-04-2020,12-05-2020,27-04-2020,NAH4,49064.56
32402,U001,200275115,SHAWS  foundation,,2020,1930752757,06-04-2020,21-04-2020,06-04-2020,NAA8,59929.66
32408,U001,200726979,BJ'S  foundation,,2020,1930780240,12-04-2020,27-04-2020,12-04-2020,NAA8,99.54
32409,U001,200956366,RICH foundation,,2020,1930886516,13-05-2020,28-05-2020,13-05-2020,NAA8,51163.2
32420,U001,200762301,C&S WH foundation,,2020,1930777120,12-04-2020,16-06-2020,12-04-2020,NAGD,6957.67
32421,U001,200458131,TIMES ,,2020,1930810035,28-04-2020,13-05-2020,28-04-2020,NAA8,5790.5
32422,U001,200769623,WAL-MAR foundation,,2020,1930878380,09-05-2020,24-05-2020,09-05-2020,NAH4,4833.12
32424,U001,200744019,TARG corp,,2020,1930709506,26-03-2020,10-04-2020,26-03-2020,NAA8,51978.02
32425,U001,200780383,MEIJ systems,,2020,1930725760,31-03-2020,15-04-2020,31-03-2020,NAA8,64512.89
32426,U001,200769623,WAL-MAR in,,2020,1930581502,01-03-2020,16-03-2020,01-03-2020,NAH4,218.76
32427,U001,200965912,C&S W llc,,2020,1930796842,17-04-2020,02-05-2020,17-04-2020,NAC6,67153.15
32432,U001,200020431,DEC foundation,,2020,1930675897,20-03-2020,08-04-2020,16-03-2020,NAM4,5352.42
32433,U001,200777735,NASH  foundation,,2020,1930670542,19-03-2020,03-04-2020,19-03-2020,NAA8,8721.26
32437,U001,200769623,WAL-MAR corp,,2020,1930777049,12-04-2020,27-04-2020,12-04-2020,NAH4,42664.57
32444,U001,200799367,MCL corporation,,2020,1930670944,20-03-2020,04-04-2020,20-03-2020,NAA8,80621.84
32445,U001,200714710,SYSCO  ,,2020,1930666000,20-03-2020,21-04-2020,20-03-2020,NA32,36130.46
32460,U001,200769623,WAL-MAR llc,,2020,1930622297,10-03-2020,25-03-2020,10-03-2020,NAH4,78951.51
32466,U001,200759878,SA in,,2020,1930642544,12-03-2020,27-03-2020,12-03-2020,NAH4,42461.23
32477,CA02,140104225,SAVE-ON- corporation,,2020,2960633443,08-05-2020,18-05-2020,08-05-2020,CA10,1349.194
32478,U001,200759082,INGL in,,2020,1930754672,06-04-2020,21-04-2020,06-04-2020,NAA8,83920.47
32480,U001,200794332,COST llc,,2020,1930577830,01-03-2020,16-03-2020,01-03-2020,NAAX,61893.92
32486,U001,200769623,WAL-MAR systems,,2020,1930832048,27-04-2020,12-05-2020,27-04-2020,NAH4,26665.71
32491,CA02,140104440,SO trust,,2020,2960626983,07-04-2020,22-04-2020,12-04-2020,CA10,42537.152
32517,U001,200078795,H T H trust,,2020,1930581662,04-03-2020,19-03-2020,04-03-2020,NAA8,23806.34
32528,U001,200718130,SYSCO F us,,2020,1930616890,11-03-2020,31-03-2020,11-03-2020,NAD1,12539.31
32530,U001,200769623,WAL-MAR systems,,2020,1930681792,21-03-2020,05-04-2020,21-03-2020,NAH4,10447.18
32535,U001,200726979,BJ'S  foundation,,2020,1930851667,03-05-2020,18-05-2020,03-05-2020,NAA8,107.17
32537,U001,200861551,MRS GR trust,,2020,1930659939,17-03-2020,01-04-2020,17-03-2020,NAA8,51107.53
32545,U001,200794332,COST ,,2020,1930658174,18-03-2020,02-04-2020,18-03-2020,NAAX,8793.09
32551,U001,200769623,WAL-MAR foundation,,2020,1930844008,01-05-2020,16-05-2020,01-05-2020,NAH4,54613.8
32555,U001,200772595,SAFEW ,,2020,1930717687,29-03-2020,13-04-2020,29-03-2020,NAA8,24952.13
32563,U001,200750051,ALBER associates,,2020,1930580460,27-02-2020,13-03-2020,27-02-2020,NAA8,122172.17
32571,U001,200769623,WAL-MAR trust,,2020,1930619725,07-03-2020,22-03-2020,07-03-2020,NAH4,43861.32
32574,U001,200705742,DOT co,,2020,1930658128,17-03-2020,20-04-2020,17-03-2020,NAAW,9273.86
32576,U001,200769623,WAL-MAR systems,,2020,1930675708,21-03-2020,05-04-2020,21-03-2020,NAH4,29146.38
32578,U001,200726979,BJ'S  llc,,2020,1930798872,18-04-2020,03-05-2020,18-04-2020,NAA8,94.86
32580,U001,200794332,COST trust,,2020,1930637142,12-03-2020,27-03-2020,12-03-2020,NAAX,15850.93
32583,U001,200769623,WAL-MAR in,,2020,1930570731,27-02-2020,13-03-2020,27-02-2020,NAH4,52168.55
32586,U001,200782669,SYGMA systems,,2020,1930654247,15-03-2020,30-03-2020,15-03-2020,NAA8,11827.31
32589,U001,200148860,DOLLA co,,2020,1930637932,12-03-2020,27-03-2020,12-03-2020,NAA8,89074.92
32590,U001,200706844,WINC corp,,2020,1930726801,31-03-2020,15-04-2020,31-03-2020,NAA8,35644.62
32592,U001,200769623,WAL-MAR corp,,2020,1930880592,10-05-2020,25-05-2020,10-05-2020,NAH4,13038.15
32594,CA02,140106408,WAL-M ,,2020,2960630472,25-04-2020,06-05-2020,26-04-2020,CA10,32377.128
32601,U001,200769623,WAL-MAR trust,,2020,1930774072,11-04-2020,26-04-2020,11-04-2020,NAH4,37762.2
32609,U001,200980828,BEN E us,,2020,1930804751,23-04-2020,08-05-2020,23-04-2020,NAA8,21576.54
32615,U001,200795490,HY -  co,,2020,1930757393,07-04-2020,22-04-2020,07-04-2020,NAA8,4210.42
32623,U001,200769623,WAL-MAR trust,,2020,1930683766,21-03-2020,05-04-2020,21-03-2020,NAH4,14069.1
32645,U001,200769623,WAL-MAR trust,,2020,1930690166,26-03-2020,10-04-2020,26-03-2020,NAH4,52992.76
32652,U001,200148860,DOLLA foundation,,2020,1930717156,30-03-2020,03-06-2020,30-03-2020,NAGD,8392.28
32657,U001,200739534,OK systems,,2020,1930868274,06-05-2020,21-05-2020,06-05-2020,NAA8,53206.43
32658,CA02,140104429,COSTCO llc,,2020,2960616534,27-02-2020,09-03-2020,28-02-2020,CA10,1154.699
32663,U001,200458131,TIMES corp,,2020,1930825449,29-04-2020,14-05-2020,29-04-2020,NAA8,54235.43
32667,U001,200769623,WAL-MAR in,,2020,1930692624,24-03-2020,08-04-2020,24-03-2020,NAH4,7258.44
32670,U001,200726979,BJ'S  co,,2020,1930606704,06-03-2020,10-05-2020,06-03-2020,NAGD,40694.64
32671,U001,200750051,ALBER llc,,2020,1930799307,18-04-2020,03-05-2020,18-04-2020,NAA8,116951
32675,U001,200769623,WAL-MAR in,,2020,1930827849,26-04-2020,11-05-2020,26-04-2020,NAH4,388.29
32678,U001,200769623,WAL-MAR co,,2020,1930848723,02-05-2020,17-05-2020,02-05-2020,NAH4,2318.96
32684,U001,200759878,SA llc,,2020,1930649461,14-03-2020,29-03-2020,14-03-2020,NAH4,13976.96
32685,U001,200764795,SYSCO  foundation,,2020,1930592922,03-03-2020,04-04-2020,03-03-2020,NA32,20738.04
32692,U001,200769623,WAL-MAR ,,2020,1930652615,16-03-2020,31-03-2020,16-03-2020,NAH4,17848.96
32694,U001,200799367,MCL foundation,,2020,1930593671,06-03-2020,21-03-2020,06-03-2020,NAA8,17606.06
32700,U013,140103499,CO corporation,,2020,1991839767,08-03-2020,22-04-2020,08-03-2020,NAVF,5050.8
32702,U001,200726979,BJ'S  corp,,2020,1930643057,12-03-2020,27-03-2020,12-03-2020,NAA8,1035.73
32703,U001,CCU013,KRAFT F trust,,2020,1930665519,16-03-2020,16-03-2020,16-03-2020,NAX2,5095.68
32711,U001,200418007,AM corporation,,2020,1930851132,06-05-2020,21-05-2020,06-05-2020,NAA8,40189.3
32713,U001,200353024,DECA corp,,2020,1930761193,08-04-2020,24-04-2020,01-04-2020,NAM4,212.4
32715,U001,100031704,DELHAIZE systems,,2020,1930704899,27-03-2020,11-04-2020,27-03-2020,NAA8,64013.34
32718,U001,200769623,WAL-MAR corporation,,2020,1930596130,04-03-2020,19-03-2020,04-03-2020,NAH4,24959.21
32723,U001,200707822,PUBLI associates,,2020,1930664512,17-03-2020,01-04-2020,17-03-2020,NAA8,96895.36
32740,U001,200769623,WAL-MAR corp,,2020,1930845078,01-05-2020,16-05-2020,01-05-2020,NAH4,59073.46
32751,U001,200020431,DEC foundation,,2020,1930599557,04-03-2020,11-03-2020,01-03-2020,NAM2,10928.87
32753,U001,200519201,KROGE ,,2020,1930720136,31-03-2020,15-04-2020,31-03-2020,NAA8,116395.69
